company_name_id,Total funding,company_name,No of Employees,Revenue,city,state,country,zip_code,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,source_count,data_types,example_uses,data_impacts,financial_info,last_updated,,url,year_founded
asset4,4900000,Asset4,77,14,New York,New York,us,10036,51-200,Private,Banking,Not reported by company,Business to Business,,"ASSET4 AG provides investment research information on economic, environmental, social, and governance (ESG) aspects of corporate performance. The company provides a database containing ESG information of publicly listed companies, countries, local authorities, state-owned companies, and supranational entities in a Web based architecture. It also provides equity-focused solutions and fixed income solutions for professional investors and corporate executives; extra-financial information for fixed income investments; and carbon data and estimates.","Asset4 provides objective, comparable and auditable extra-financial information.",101+,,,[],,35:25.1,,asset4.com,2003
atsite,na,AtSite,40,9,"Washington, D.C.",Washington DC,us,20036,51-200,Private,Developer APIs,,Business to Business,,"AtSite's open-source technology and building performance solutions help organizations maximize the strategic value and long-term performance of real estate assets. Our experts enable executives and building management teams to reduce costs, mitigate risk and scale for greater efficiency.",AtSite's open-source technology and building performance solutions help organizations maximize the strategic value and long-term performance of real estate assets,NA,Energy,,[],,19:44.4,,www.atsiteinc.com,1993
aunt-bertha-inc,22000000,"Aunt Bertha, Inc.",47,5,Austin,Texas,us,78731,18568,Private,Biotechnology,"Software licensing, Subscriptions",Business to Consumer,,"At Aunt Bertha, Inc., we collect all federal, state, county, city, neighborhood, and charity program information and put it in one place. If it's based on need, then we collect it. Using information we learn about programs, and what we learn from the user, we intelligently match people with services that are designed specifically for their situation.",Aunt Bertha picks up where Uncle Sam leaves off by making it easy to find and apply for government and charitable social service programs.,Nov-50,,,[],,04:03.1,,auntbertha.com,2010
autogrid-systems,73800000,AutoGrid Systems,106,28,Redwood Shores,California,us,94065,18568,Private,Energy,Not reported by company,"Business to Business, Business to Consumer, Business to Government",,"AutoGrid Systems is organizing the world's energy data by bringing Internet scale cloud-computing to process and analyze the petabytes of energy data produced from an increasingly networked and automated grid. AutoGrid then employs big data analytics to generate real-time predictions that creates actionable data for electricity generators, providers, grid operators, and their customers to improve the utilization of the grid and manage the cost to serve.",AutoGrid Systems is organizing the world's energy data by bringing cloud-computing to process and analyze data produced from an increasingly networked and automated grid.,NA,Weather,,[],,46:26.0,,http://www.auto-grid.com,2011
ayasdi,106300000,Ayasdi,200,36,Menlo Park,California,us,94025,51-200,Private,Software,Not reported by company,Business to Business,,"Ayasdi is an enterprise software platform that changes the way the organizations discover, extract and operationalize insights from complex data. Our approach combines advanced machine-learning with Topological Data Analysis (TDA) to automate how data scientists, domain experts, and business people achieve value from their data without the need to write code, queries, or ask questions. Ayasdi’s customers include General Electric, Citigroup, Merck, Anadarko, U.S. Food and Drug Administration (FDA), Centers for Disease Control and Prevention (CDC), the University of California San Francisco (UCSF), and Mount Sinai Hospital.","Ayasdi is an enterprise software platform that changes the way the organizations discover, extract and operationalize insights from complex data.",NA,Health/Healthcare,,[],"Funded by Khosla Ventures, Institutional Venture Partners, GE Ventures, Citi Ventures, and FLOODGATE",38:23.9,,http://www.ayasdi.com/,2008
be-informed,na,Be Informed,79,15,New York,New York,us,10022,51-200,Private,Software,Not provided by company,Business to Business,,"Be Informed is an internationally operating, independent software vendor. The Be Informed business process platform transforms administrative processes. Thanks to Be Informed’s unique semantic technology and solutions, business applications become completely model-driven, allowing organizations to instantly execute on new strategies and regulations.","Be Informed’s semantic technology and solutions makes business applications completely model-driven, allowing organizations to instantly execute on new strategies and regulations.",NA,,,[],,36:13.9,,http://www.beinformed.com/BeInformed/website/en?init=true,2006
berkery-noyes-mandasoft,1000000,Berkery Noyes MandASoft,82,12,New York,New York,us,10006,43840,Private,Banking,Not reported by company,"Business to Business, Business to Consumer",,"MandAsoft.com, provided by Berkery Noves, is an information service that provides mergers and acquisitions data via a hosted and searchable database. It is based on the Berkery Noyes Information Industry Weekly report, a resource for mergers and acquisitions data for many top executives of companies that have been shaping the future of information. Although anyone interested in M&A would find MandAsoft.com to be useful, this service is geared towards a C-level executive who wants to quickly find and review information industry transactions and companies with an eye toward finding a match for their own products and services.","MandAsoft.com, created by Berkery Noyes, is a simple, powerful information service that provides mergers and acquisitions data via a hosted, graphically enhanced and searchable database.",101+,,,[],,20:08.4,,https://mandasoft.com/,2009
billguard,1000000,BillGuard,50,18,New York,New York,us,11036,18568,Private,Banking,User fees for web or mobile access,Business to Consumer,,"BillGuard's mission is to use data to save people money. American consumers lose over $14 billion a year to legal grey charges which result from misleading sales and billing practices. We developed advanced crowd-sourcing technology to collect and analyze billing dispute data from millions of consumers in order to extract patterns of fraud and ""Grey Charges"". We use these analytics to monitor our user's credit and debit card statements, alerting them to similar charges on their cards and helping them get their money back.",BillGuard is a personal finance security company harnessing the collective knowledge of millions of consumers to protect Americans from fraud and grey charges.,NA,,,[],"We have raised $13M to date from Google chairman Eric Schmidt, PayPal founder Peter Thiel, legendary VC Vinod Khosla, Bessemer Venture Partners, IA Venture Partners and others.  We are still a pre-revenue startup. We plan to generate revenue by certifying trusted merchants with our crowd-powered data.",29:03.7,,https://www.billguard.com,2010
biovia,21600000,Biovia,14,2,San Diego,California,us,92121,NA,Public,Developer APIs,Not reported by company,Business to Business,N/A,"Accelrys is a provider of scientific innovation lifecycle management software and services. By bridging the productivity gap between innovation and commercialization, scientific innovation lifecycle management (SILM) streamlines product development, speeds time-to-market and improves competitiveness for science-driven organizations in the pharmaceutical, biotechnology, chemical, energy, aerospace, consumer packaged goods and industrial products industries, as well as in government and academia.",Accelrys is a provider of scientific innovation lifecycle management software and services.,101+,Environment,,[],,54:33.4,,http://accelrys.com,2001
bloomberg,75000000,Bloomberg,20000,10000,New York,New York,us,10022,"10,001+",Private,Banking,Not reported by company,"Business to Business, Business to Consumer",,"Bloomberg, a global business and financial information and news provider, gives influential decision-makers a critical edge by connecting them to a dynamic network of information, people and ideas. 

<p>The company delivers data, news and analytics through innovative technology, quickly and accurately. This is at the core of the Bloomberg Professional service, which provides real time financial information to subscribers globally.</p> 

<p>Bloomberg’s enterprise solutions leverages technology to allow customers to access, integrate, distribute and manage data and information across organizations more efficiently and effectively. </p>

<p>Bloomberg News, delivered through the Bloomberg Professional service, television, radio, mobile, the Internet and two magazines, Bloomberg Businessweek and Bloomberg Markets, covers the world with more than 2,430 news and multimedia professionals at 146 bureaus in 72 countries.</p>","Bloomberg is a global business and financial news information company, providing data, analytics, news and insight",101+,,,[],.,08:51.8,,http://www.bloomberg.com,1982
boundless,11300000,Boundless,22,4,New York,New York,us,10038,18568,Private,Biotechnology,"Data analysis for clients, Database licensing, Subscriptions, User fees for web or mobile access",Business to Business,,"Boundless supports customers with a variety of solutions including commercial open source maintenance, spatial IT infrastructure, and data management and analysis tools. Our mission is to develop and maintain the best open source software for geospatial applications. Our roots are in the open source community and our team members are actively involved core contributors and steering committee members across many open source geospatial projects. The foundation of our company is based on the knowledge that openness leads to better collaboration, better software and greater innovation.","We support our customers with a variety of solutions including commercial open source maintenance, spatial IT infrastructure, and data management and analysis tools.",NA,,,[],,52:10.0,,www.boundlessgeo.com,2013
brightscope,5900000,Brightscope,70,13,San Diego,California,us,92122,51-200,Private,Banking,"Data analysis for clients, Database licensing, Software licensing, Subscriptions, User fees for web or mobile access",Business to Consumer,,"BrightScope is a financial information company that brings transparency to opaque markets. Delivered through web-based software, BrightScope data drives better decision-making for individual investors, corporate plan sponsors, asset managers, broker-dealers, and financial advisors. BrightScope primarily operates in two major segments: Retirement Plans and Wealth Management.",BrightScope is a financial information company that provides data through web-based software to drive better decision-making.,NA,,,[],,05:25.4,,http://www.brightscope.com/,2008
buildingeye,1500000,Buildingeye,26,4,Palo Alto,California,us,90017,43840,Public,Rental Housing,Not reported by company,Business to Consumer,,"Buildingeye has designed a new web application that geolocates planning application data in cities, from Dublin to Seattle, so that people can see what’s being planned in their area.",Buildingeye takes local government data on building permits in different locations and visualizes this information on its map.,101+,,,[],,43:23.8,,http://www.buildingeye.com,2011
buildzoom,23700000,BuildZoom,121,12,San Francisco,California,us,94105,18568,Private,Rental Housing,"Advertising, Lead generation to other businesses",Business to Consumer,,"<p>BuildZoom collects and analyzes data on the construction industry. Data sources include contractor licensors, building permit authorities, consumer agencies and about 70,000 users.</p>

<p>On BuildZoom, homeowners can view reports on over 3.5 million licensed US contractors; browse over 20m construction and remodeling projects; and freely access our service request application, which algorithmically matches their job to licensed contractors with verified experience and helps them through the hiring process. Contractors can add supplemental information to their record including photos of work they've completed.</p>

<p>BuildZoom recently launched a feature that allows users to visualize local government permit data on a map, allowing them to see projects going on in their neighborhood and the contractors who are doing the work. They will also be launching a dashboard (in beta) that will allow users to visualize macro-economic trends in different regions based on the data.</p>

<p>Some links to our data:</p>

<p><a href=""http://www.buildzoom.com/newsfeed"">http://www.buildzoom.com/newsfeed</a></p>

<p><a href=""http://www.buildzoom.com/charts.php"">http://www.buildzoom.com/charts.php</a></p>",BuildZoom takes the pain out of remodeling your home.,101+,,,[],Annual revenue from 2012 is around $200k.  Total investment includes $1.5M from one round of seed funding in 2013.,15:11.7,,www.buildzoom.com,2010
business-monitor-international,2000000,Business Monitor International,23,4,New York,New York,us,,201-500,Private,Business Analytics,not reported by company,Business to Business,,"Business Monitor provides trusted, independent analysis and forecasts on countries, industries and financial markets.","Business Monitor provides trusted, independent analysis and forecasts on countries, industries and financial markets.",101+,,,[],,56:52.9,,www.businessmonitor.com,1984
calcbench-inc,1300000,"Calcbench, Inc.",2,0.38,New York,New York,us,10002,43840,Private,Banking,"Data analysis for clients, Database licensing, Subscriptions","Business to Business, Business to Consumer, ",,"Calcbench is a company that fully harnesses the power of the new, government mandated data standard called XBRL. This gives us a direct line into the SEC's corporate financial data repository. As a result, we are able to provide data with a whole new level of detail, faster, and at a much better value. Our expertise is that we process and store all XBRL filings in a uniquely structured, cloud based data universe. We use advanced computing techniques to identify and correct errors (close to half a million corrections made so far), and increase comparability between companies. We make data available to you within minutes after a filing leaves the CFOs hands.","With collaborative and crowd-sourced components, Calcbench allows financial analysts, accountants, lawyers and investors to instantly access, work with and share SEC filing data.",NA,,,[],,29:40.6,,calcbench.com,2012
cambridge-information-group,11000000,Cambridge Information Group,50,25,New York,New York,us,10019,18568,Private,Banking,Not reported by company,"Business to Business, Business to Consumer",,"Cambridge Information Group (CIG) is a family owned management and investment firm, primarily focused on education, research and information services companies. Our investments have largely focused on businesses in the information services and education industry broadly defined. Generally, our investments either support an existing business or launch a new platform. Our primary goal is to expand and grow existing operating companies through strategic acquisitions. CIG concentrates on businesses of any size, location, and technology structure that can leverage our existing platforms.","Cambridge Information Group (CIG) is a family owned management and investment firm, primarily focused on education, research and information services companies.",101+,,,[],,10:51.3,,http://www.cig.com,1971
can-capital,1000000000,CAN Capital,125,64,New York,New York,us,10014,201-500,Private,Banking,Financial Products and Services,Business to Business,,"CAN Capital (formerly Capital Access Network) is a large, experienced company providing small businesses with access to alternative capital. CAN Capital uses innovative and proprietary risk models combined with daily performance data to evaluate business performance. Its business evaluation model allows it to facilitate capital for entrepreneurs and help them qualify for more money than they could obtain elsewhere. Small businesses in over 650 industries have chosen CAN Capital to obtain easy access to the funding that they need. 

CAN Capital makes capital available to businesses through its subsidiaries: Merchant Cash Advances by CAN Capital Merchant Services, Inc., and business loans through CAN Capital Asset Servicing, Inc. (CCAS). All business loans obtained through CCAS are made by WebBank, a Utah-chartered Industrial Bank, member FDIC.",CAN Capital has served small businesses for more than a decade by developing and delivering working capital solutions.,10-Jan,,,[],"CAN Capital announced $33m in funding led by Meritech Capital Partners with increased participation and ownership from existing investor Accel Partners 1/9/2014,  joined by Ribbit Capital and QED Investors.  
CAN Capital grew its revenue 49% 2009-2012 and operates profitably with a $460 million line of credit from a syndicate of leading banks, including GS, Wells Fargo Capital Finance LLC, Capital One, Fifth Third Bancorp, Brown Brothers Harriman, Key Equipment Finance, Amalgamated Bank, Regions Bank, Capital Source and AloStar (plus equity). This impressive growth has allowed the company to increase its employee base by 30% since 2010 to 500 employees.",12:55.9,,http://www.cancapital.com/,1998
canon,na,Canon,195056,36000,Melville,New York,us,11747,"10,001+",Public,Software,Not reported by company,Business to Consumer,,"Canon is a Japanese multinational corporation specialized in the manufacture of imaging and optical products, including cameras, camcorders, photocopiers, steppers, computer printers and medical equipment. 

<p>Canon scanners offer high-performance features that make converting paper documents easier, such as high-speed precision feeding technology, compact design, high-speed color capability and even flexible configuration options. Canon is working with Captricity to transform government data into a form whereby it can be tagged, shared, secured and mashed up.</p>","Canon is working with Captricity to transform government data into a form whereby it can be tagged, shared, secured and mashed up. ",101+,,,[],,55:10.6,,http://www.canon.com,1937
capital-cube,25000000,Capital Cube,41,7,Williamsville,New York,us,14221,18568,partnership,Banking,Not reported by company,Business to Consumer,,"Capital Cube provides company analysis including on-demand fundamental research, portfolio evaluation, and screening tools on over 40000 global equities and ETFs. The web portal empowers your investment ideas through in-depth analysis on a company’s (a) performance relative to its peers, (b) accounting and earnings quality, (c) dividend strength, and (d) likely corporate actions such as dividend changes, share buybacks, and acquisitions. Our stock screener allows you to identify investment ideas using natural business terms and by investing themes e.g. companies likely to increase dividends or those with earnings quality issues. The ETF Analysis tool provides detailed fundamental analysis of ETFs by each risk component.","Developed over three years by finance and technology professionals, Capital Cube's platform converts data assets into narrative forms.",NA,,,[],,36:20.4,,http://www.capitalcube.com,2010
captricity,na,Captricity,36,4,Berkeley,California,us,94704,43840,Private,Software,"Subscriptions, User fees for web or mobile access, Monthly and Annual Subscriptions, Pay as You Go, Professional Services","Business to Business, Business to Consumer",,"Captricity transforms static documents, including handwriting on paper, into actionable data. Our solution is fast, vastly scalable, highly secure and 99%+ accurate. Our mission is to unlock the data that drives the world forward.  For everyone.","Captricity is a tech startup that has launched a completely self-serve data entry web service which extracts structured information, including handwriting, from paper forms.",NA,,,[],Venture funded - Social+Capital with Atlas Ventures and the Knight Foundation,55:21.8,,captricity.com,2011
careset-systems,na,CareSet Systems,64,12,Houston,Texas,us,77024,43840,Private,Software,"Data analysis for clients, Software licensing, Subscriptions",Business to Business,Healthcare access,"CareSet is a growing group of idea people servicing ACOs, IPAs, and hospitals across the country.  As a sister company to The DocGraph Journal, CareSet responds to many needs across the healthcare spectrum, providing multi-level insights via an innovative data analytics platform, custom reporting, ETL processing, and data mapping.","Your entire healthcare system, hospital, or clinical network at a glance.",,,,[],,10:49.6,,www.careset.com,2013
caresetcom,,Careset.com,64,12,Houston,Texas,us,77024,43840,Private,Software,"Data analysis for clients, Software licensing",Business to Business,Healthcare access,"CareSet is a growing group of idea people servicing ACOs, IPAs, and hospitals across the country.  As a sister company to The DocGraph Journal, CareSet responds to many needs across the healthcare spectrum, providing multi-level insights via an innovative data analytics platform, custom reporting, ETL processing, and data mapping. 



","Your entire healthcare system, hospital, or clinical network at a glance. ",,,,[],,36:54.6,,www.careset.com,2013
caspio,1000000,Caspio,62,12,Santa Clara,California,us,95054,51-200,Private,Software,Not reported by company,"Business to Business, Business to Consumer",,"Caspio’s on-demand cloud-based database platform replaces coding with intuitive point-and-click wizards, enabling users to rapidly produce web database components for capturing, publishing and managing data online.","Caspio offers a cloud-based platform that allows users to create forms, publish databases or create business web applications fast and without programming.",NA,,,[],,29:14.9,,http://www.caspio.com/,2000
castle-biosciences,87500000,Castle Biosciences,94,22,Friendswood,Texas,us,77546,43840,Private,Developer APIs,Not reported by company,Business to Consumer,,"Castle Biosciences, Inc. specializes in diagnostic tests for cancers. The company goal is to help advance the care for cancers through objective testing. Our team works with members of the oncology community throughout the discovery, development and utilization of these tests.","Castle Biosciences works with cancer institutions to license proprietary technologies and complete development and validation, making tests available to individuals afflicted with a rare cancer.",NA,Health/Healthcare,,[],,30:07.9,,http://www.castlebiosciences.com,2008
cb-insights,11700000,CB Insights,237,6,New York,New York,us,10018,18568,Private,Banking,"Lead generation to other businesses, Subscriptions, API",Business to Business,,"CB Insights takes immense amounts of data about private companies, their investors, their acquirers and the emerging industries they compete in to provide forward-looking intelligence on the health of companies, investors, industries and competitor strategy.","CB Insights helps track the world's most promising private companies, their investors, their acquirers and the industries in which they compete.",10-Jan,,,[],"Investment: $1.15 million from National Science Foundation SBIR.

7-figure recurring revenues",13:04.6,,http://www.cbinsights.com/,2009
center-for-responsive-politics,na,Center for Responsive Politics,44,13,Washington DC,Washington DC,us,20005,18568,Nonprofit,Developer APIs,Not reported by company,nonprofit,,"As a nonpartisan, independent and nonprofit organisation, the Center for Responsive Politics aims to create a more educated voter, an involved citizenry and a more responsive government.",The Center for Responsive Politics is a research institution tracking money in U.S. politics and its effect on elections and public policy.,NA,,,[],,59:23.0,,www.opensecrets.org,1983
cgi,115000000,CGI,78000,9000,New York,New York,us,10004,"10,001+",Public,Business Analytics,Not reported by company,Business to Business,,"CGI provides end-to-end IT and business process services that facilitate the ongoing evolution of our clients' businesses. The company provides business process outsourcing (BPO), systems integration and consulting. It has particular expertise in cloud computing, health information exchanges, cybersecurity, and biometrics. CGI's end-to-end services are targeted at several select verticals: financial services; telecommunications and utilities; manufacturing, retail, and distribution; health; and government, which is its largest client market.",CGI provides end-to-end IT and business process services that facilitate the ongoing evolution of its clients' businesses.,101+,,,[],,35:41.5,,http://www.cgi.com/en,1976
charles-schwab-corp,250000000,Charles Schwab Corp.,18900,10000,San Francisco,California,us,94105,"10,001+",Public,Banking,Not reported by company,Business to Consumer,,"The Charles Schwab Corporation is a savings and loan holding company. The company, through its subsidiaries, is engaged in securities brokerage, banking, and related financial services. It provides financial services to individuals and institutional clients through two segments: Investor Services and Institutional Services.",Charles Schwab is an investment services firm that advocates for individual investors and the financial professionals who serve them.,NA,Finance,,[],,40:49.4,,https://www.schwab.com,1973
child-care-desk,1000000,Child Care Desk,14,4,New York,New York,us,,NA,Private,E-Commerce Platforms,Not reported by company,Business to Consumer,,"ChildCareDesk is a cloud-based Software Platform that aims to help parents find quality child care near them, and help child care centers build an online presence that in turn would help them grow their business and reach out to more parents. ChildCareDesk also helps government agencies, non-profit organizations and investors with data points they may use to invest in child care and make more options available for parents.","Child Care Desk is a platform to help parents find child care and help government, non-profits and investors with data for investing in child care.",NA,,,[],,48:34.8,,http://childcaredesk.com,2013
chubb,150000000,Chubb,32700,32000,Warren,New Jersey,us,7059,"10,001+",Public,Healthcare and Insurance,Not reported by company,Business to Consumer,,"The Chubb Corporation, through its subsidiaries, provides property and casualty insurance to businesses and individuals. The company distributes its products through independent insurance agents and insurance brokers in the United States, Canada, Europe, Australia, Latin America, and Asia.","The Chubb Corporation, through its subsidiaries, provides property and casualty insurance to businesses and individuals.",NA,,,[],,50:55.5,,http://www.chubb.com,1882
